,Date,Open,Close,dow_compare,day+1,day+2,day+3,day+4,day+5,day+6,day+7,day+8,day+9,day+10,day+11,day+12,day+13,day+14,day+15,day+16,day+17,day+18,day+19,day+20,day+21,day+22,day+23,day+24,day+25,day+26,day+27,day+28,day+29,day+30,day+31,day+32,day+33,day+34,day+35,day+36,day+37,day+38,day+39,day+40,day+41,day+42,day+43,day+44,day+45,day+46,day+47,day+48,day+49,day+50,day+51,day+52,day+53,day+54,day+55,day+56,day+57,day+58,day+59,day+60,day+61,day+62,day+63,day+64,day+65,day+66,day+67,day+68,day+69,day+70,day+71,day+72,day+73,day+74,day+75,day+76,day+77,day+78,day+79,day+80,day+81,day+82,day+83,day+84,day+85,day+86,day+87,day+88,day+89,day+90,result
90,2020-10-21,23615.51953125,23639.4609375,1.0022282726133367,0.11722292700606651,0.3050927012438365,0.5840224987378351,0.2848183839069707,0.29669745735056985,-0.2213160378000789,0.11352576105769785,-0.4146935435303867,0.4644691101453269,1.474147861599362,0.8345372842270438,1.5534355193865146,1.376782540497823,1.85719710843959,0.5820980335443204,0.8757588742231093,0.9557069385816686,1.7150527290826112,1.7252618188671187,1.590082790170566,1.2620714681667256,0.849398409866664,0.8123252522695523,0.753832220021522,0.7868128328712976,2.1669767296839337,1.8196881076023574,2.8241912100367417,2.0308458365529525,2.097676176528296,0.3869554492704097,1.5237019842182065,2.277596705975382,2.023484947182319,1.649508387517451,1.3061642938079654,1.5413336513372622,1.6038526142613474,3.0651342302531415,2.5746685960301052,2.6601922441929604,2.6854149575284536,2.2414201027323166,1.8372083112173643,1.250216989047015,2.12841113727662,3.816166122406117,4.932168954112881,5.267682358538739,5.089993356230171,5.052548664303957,5.521866133981557,7.5996508370753,6.0533254696997885,5.008080687196692,4.753522469017035,3.872879892580361,4.976764045888116,3.6143320773964316,3.62510362599493,3.703875875910212,3.542460716682272,3.0887017647726944,3.4955408691603074,4.346306460650706,4.53132776698415,4.794986611520891,5.227711549879044,5.043723237674125,4.263237912625351,6.056562700152912,6.459273018116973,5.7176181953465965,5.732770143266119,6.113078614703515,5.311856860521691,5.956829619952497,4.7669105190825345,4.3269851763593214,5.644840332827461,4.884445471503285,5.596697101658488,4.87796796468245,7.772946331129105,6.687291509643556,6.944081683736436,3.3591532909461375,2.9492110870133814,2.073542715375032,2.1345016840881526,1
91,2020-10-22,23525.58984375,23474.26953125,0.9978833234378232,-0.38080757605606363,-0.2640310428369208,-0.07687669093255911,0.2009909207606908,-0.09707380213300754,-0.08523996510105825,-0.6012808256171676,-0.2677141296972385,-0.7939219351552729,0.08189280052937065,1.0877266188040524,0.45055172696761847,1.1667123431834847,0.9907320722217117,1.4693171850922893,0.19907378407644227,0.49161634202601334,0.5712599580985911,1.3277141023008365,1.3378843150980035,1.2032200583839803,0.8764578283446456,0.4653562603149197,0.4284242801106286,0.3701539937608578,0.4030090139382603,1.7779171420698736,1.4319510213719466,2.432628899890532,1.6423046456932822,1.7088804906709054,0.004674317547559426,1.1370920355697312,1.8881158691109512,1.6349717871470437,1.2624193585540233,0.9203827451653268,1.1546565599645842,1.2169374459414017,2.6726543908319744,2.1840564869020085,2.269254454533365,2.2943811178655737,1.8520770291138078,1.449404506724239,0.8646484919795139,1.7394984103601852,3.420826296641044,4.5325793050156715,4.86681504897879,4.689802699852841,4.6525006001503,5.120030873347625,7.189903214877846,5.649466371651757,4.608201960468761,4.354613119269435,3.477324096481804,4.577004575302879,3.2197608509658027,3.230491380691203,3.3089636599109795,3.1481631818382594,2.6961321783945946,3.1014220086503563,3.948947820313875,4.133264551495475,4.395919363177292,4.8269964521866715,4.643708781413691,3.8661956036126988,5.652691274486088,6.05386804104977,5.315037496032682,5.330131744186617,5.7089919721524,4.9108213311115145,5.553337985410889,4.367950186625991,3.9297001129368514,5.242536777127738,4.485037557043392,5.194576879030399,4.478584717059286,7.362538786561346,6.281018220885826,6.536830518541192,2.9655538046668095,2.5571726917040793,1.6848389315660572,0
92,2020-10-23,23558.7109375,23516.58984375,1.0058955831716374,0.14078751678483492,-0.2405561888012886,-0.12361524880083463,0.06380259306812963,0.34206140767183424,0.04357704685635788,0.05542754445360121,-0.46133983717563387,-0.12730352098769826,-0.6542521613481567,0.22279561215450272,1.2300455188849035,0.5919735643406865,1.30914244530429,1.1329144160890259,1.6121733170556984,0.34014157189845573,0.6330959932508984,0.7128517375928123,1.4703708748003086,1.4805554059875048,1.3457015588104637,1.0184792883416671,0.6067989406228547,0.56981496480073,0.5114626411617751,0.5443639171062387,1.921207744249509,1.574754546441337,2.5768412544961095,1.785404322406836,1.852073897863371,0.14546841518798814,1.2794804359949952,2.031561617341926,1.7780611401111202,1.404984204205184,1.062466045961985,1.297069689047592,1.3594382587372111,2.8172046713659027,2.327918882579927,2.4132367983142666,2.4383988368518184,1.9954720391568648,1.5922326041222457,1.0066533259051047,1.8827349237614754,3.566429909822433,4.679748127650329,5.014454433817583,4.837192873400897,4.799838256998479,5.268026754457655,7.340813217858133,5.798207631852836,4.755477250362183,4.501531387730462,3.6230072515126333,4.724235943172417,3.3650813890991227,3.3758270260708656,3.4544097844638966,3.2933829193911413,2.8407155127226247,3.2465759404661787,4.095294962674068,4.279871188804507,4.542895785673395,4.974579777411825,4.791034060478605,4.012426241181899,5.8014370749477795,6.203178648319008,5.463307922124372,5.478423421095457,5.85781703696826,5.058522671302157,5.701943908844043,4.514887232012965,4.076020156927762,5.3907051312576115,4.632139446831651,5.342677711610699,4.625677522054383,7.513691838876091,6.430648627252644,6.6868210766894975,3.1105164510121464,2.7015603884214645,0
93,2020-10-26,23520.779296875,23494.33984375,0.9973924326027804,-0.16100898188203816,-0.02044814564459152,-0.4011778536128885,-0.2844251990293256,-0.097309116719424,0.18050167619989566,-0.11750209798515598,-0.10567068075343355,-0.6216060204828122,-0.28810753276667933,-0.8142077384862612,0.061427909325662,1.067056053236226,0.4300114518496878,1.1460256264997026,0.9700813402400588,1.4485685913296908,0.17858493153453114,0.47106766995579363,0.5506950003857591,1.306994463742872,1.3171625969200962,1.1825258765494118,0.855830463326801,0.4448129579444515,0.4078885296452617,0.3496301584885009,0.38247846042354094,1.7571054453386248,1.411210068296942,2.4116833267455062,1.6215206792028036,1.6880829106546758,-0.015774783908295564,1.1164113756895855,1.8672816387835134,1.6141893200901647,1.2417130715603575,0.8997463983165144,1.1339723084649256,1.1962404591554732,2.6516597369249606,2.16316174220601,2.2483422884328474,2.273463813828358,1.8312501680608495,1.4286599847351367,0.8440235417519482,1.7186945695471634,3.3996786554530756,4.511204330953333,4.845371729904735,4.668395576521722,4.631101104406854,5.098535776332991,7.167984867352173,5.627863014895351,4.586811522975709,4.333274535991949,3.4561649025414143,4.55562051709657,3.1986543239330034,3.209382659464044,3.2878388925578816,3.1270712952011115,2.675132723715379,3.0803396797163707,3.9276921880675664,4.111971229895506,4.374572333538884,4.80556127527727,4.622311083434161,3.8449568926601785,5.631087258296841,6.032181991651009,5.293502523779847,5.308593685439922,5.687376443514491,4.889369013568778,5.531754285126911,4.346608876165559,3.9084484164897626,5.221016629927466,4.463672304386934,5.173066538739968,4.457220783888949,7.340585138262523,6.259285723487462,6.5150457122716166,2.9444992582610574,0
94,2020-10-27,23376.9609375,23485.80078125,0.9822449924261007,-0.6114523569128005,-0.7714768455802767,-0.6317754718889068,-1.01017719908435,-0.894138431359004,-0.7081664747445537,-0.43205436246629425,-0.7282359855504072,-0.7164769117982028,-1.2292575527326544,-0.8977982493799441,-1.4206816029919245,-0.5504000499865103,0.4490791569363495,-0.18407022022043362,0.5275658688828289,0.3526973981083925,0.8282589276237262,-0.43395938715121707,-0.14326504132761153,-0.06412459408631221,0.6875504583767844,0.6976564182640477,0.5638429372933462,0.2391451108748166,-0.16935921828356015,-0.20605787129562847,-0.2639600202688497,-0.23131257005020167,1.134909225766867,0.7911288341605482,1.78548467529005,1.0001534958791858,1.0663087309980446,-0.6271306855330838,0.4981326951073006,1.2444117442801605,0.9928669645346222,0.6226682308054121,0.28279252084497664,0.5155862511452725,0.5774736617608189,2.023993744053443,1.5384826818366726,1.6231423896059693,1.6481103088423321,1.2086005888344742,0.8084720526734035,0.2274103830002261,1.096733214180734,2.7674388832740426,3.8721681088337734,4.204292233348239,4.028398204826278,3.9913317706401497,4.45590830224778,6.512703698024791,4.981998956934142,3.9473129988985223,3.6953262697973166,2.823579743873239,3.916312711159975,2.56764371976701,2.5783064566376135,2.656282967245027,2.496498387151469,2.047323204712881,2.450052513231027,3.2922238646985402,3.475376127981944,3.736371550987805,4.164725200683916,3.9825954964578747,3.2099944562049343,4.9852034856233685,5.3838457157769914,4.649682920922138,4.6646818073185825,5.041148489291314,4.248020494584348,4.886477886259066,3.7085790768336624,3.2730977596156174,4.577640243776182,3.8249267179640833,4.529983344551369,3.818514645440252,6.684248600510623,5.609560816492487,5.863756954797195,1
95,2020-10-28,23372.609375,23418.509765625,0.993201366578223,-0.018614748562206795,-0.6299532851561818,-0.7899479856674607,-0.6502726170355411,-1.02860390570092,-0.9125867383004138,-0.7266493998980827,-0.4505886851952745,-0.7467151748149603,-0.7349582899847662,-1.2476434780922419,-0.9162458750554214,-1.439031895245857,-0.5689123429633236,0.43038081341821854,-0.20265070457397005,0.508852915260638,0.33401699581234734,0.8094900007446837,-0.4524933552646382,-0.16185312146259623,-0.08272740601655837,0.6688077240255108,0.6789118027137553,0.545123230786082,0.22048584605152133,-0.18794244105311275,-0.22463426270319387,-0.2825256333369719,-0.24988426035909006,1.1160832167058654,0.7723668189550503,1.7665375632449187,0.9813525712585092,1.0474954917466528,-0.6456286952950197,0.47942522039639,1.225565351600677,0.974067396283429,0.6039375741176523,0.26412513116607084,0.4968755274987968,0.5587514179284714,2.0050022341448592,1.5195815485915753,1.6042254971691206,1.6291887686901152,1.1897608623115286,0.7897068090713999,0.20875330256702185,1.077914311488315,2.7483089829221097,3.8528325659141993,4.18489486635798,4.009033580067167,3.9719740457045516,4.436464097558934,6.492876626044608,4.962456821792749,3.9279634679466158,3.6760236455414486,2.804439393041269,3.89696895083369,2.5485510107824183,2.559211762811331,2.637173758287381,2.477418921691643,2.0283273520838696,2.4309816935538464,3.2729962769418197,3.4561144468919336,3.7170612862560404,4.145335198997291,3.9632393977577562,3.190782175245843,4.965660753967005,5.364228777871816,4.6302026455752765,4.645198739966716,5.021595343613194,4.228614987688206,4.866953532124785,3.6892739856010603,3.2538737321352595,4.558173378992514,3.8055999689106557,4.510525350979666,3.7991890899779834,6.664389595878162,5.5899018622888486,1
96,2020-10-29,23170.759765625,23331.939453125,0.9785186190897052,-0.8636160650119962,-0.8820700536151582,-1.4881289723954971,-1.6467419329699862,-1.508272823260437,-1.8833367821379343,-1.768321557633279,-1.5839900039562371,-1.3103133939348033,-1.6038824876173696,-1.5922271371333174,-2.100484693593352,-1.7719490934954285,-2.2902202496298596,-1.4276151895856515,-0.43695208943917985,-1.0645166455453992,-0.3591576852748246,-0.5324836936353661,-0.06111694995840633,-1.3122016149674565,-1.0240713969159154,-0.9456290238600285,-0.20058427193520023,-0.19056745369373518,-0.32320060602109013,-0.6450343701480565,-1.0499354049511966,-1.086310350134967,-1.1437017615916978,-1.1113422847546905,0.24282847773549054,-0.09791952998625675,0.8876653960422587,0.10926138778670769,0.17483308738766024,-1.5036690071741243,-0.3883312378386683,0.35136510732505233,0.10203912875308419,-0.2648941928070525,-0.6017719609104244,-0.371031634391783,-0.30969011409224256,1.1240706477349427,0.6428421332049794,0.7267550830445613,0.7515027677423403,0.3158698313573849,-0.08072929081023306,-0.6566655895021922,0.20498920531524245,1.8609580800174275,2.9559428199049442,3.2851373769762438,3.110794857005983,3.0740553747357513,3.5345340158819294,5.573187035408678,4.055984182448458,3.0304248793976196,2.780660849772909,1.9166037388974377,2.999698035913756,1.6629252498162606,1.6734939338780341,1.7507826370365187,1.5924074688742573,1.1471943262082451,1.5463712800988016,2.381114090274905,2.562650822291368,2.821344082829591,3.245919353258153,3.065396160611833,2.2996100027688815,4.059160444949761,4.454286371370109,3.726599406673481,3.7414659923846294,4.114611974493854,3.328479924315042,3.9613056745327,2.7937967577671197,2.362156690837347,3.655192196408441,2.9091181311970526,3.6079556644201816,2.9027626176447496,5.743218791681182,1
97,2020-10-30,23320.7109375,22977.130859375,1.0067266733745077,0.6471569054781634,-0.22204811053536666,-0.24062152540010873,-0.8506025963246122,-1.0102420316264404,-0.8708768095114561,-1.2483680206987868,-1.1326084672263925,-0.9470839991707614,-0.6716362720688873,-0.9671052184135664,-0.9553744395240038,-1.466921219858286,-1.1362594789373737,-1.657884662647835,-0.7896971943905373,0.2073770504185557,-0.42424883304884586,0.28567490644153537,0.1112272068489073,0.5856444329576993,-0.6735367128543501,-0.383541840199908,-0.3045918219099719,0.445274538575835,0.4553561813482654,0.3218646844166617,-0.0020518491390064675,-0.40957322894922266,-0.44618357710261014,-0.5039464010417438,-0.4713775076158111,0.8915568644757954,0.5486036824917884,1.540566889428474,0.7571253858809524,0.8231214372639295,-0.8662431995114184,0.256312555217697,1.0007958963587082,0.7498563874992703,0.3805484316101504,0.04149053576749662,0.27372411424291254,0.3354626104270064,1.7785020540323826,1.294159235939496,1.3786152342285751,1.4035230752768246,0.9650709102615229,0.5659051694877126,-0.0137583407323838,0.8534727125910857,2.5201583042184783,3.6222293134641204,3.9535542758439624,3.7780834862165324,3.7411062418497565,4.204564902320351,6.25641120564171,4.729389669648443,3.6971933887481434,3.4458129939583193,2.576164077822529,3.6662676943748362,2.320843890881563,2.3314809709120476,2.4092698532501844,2.2498697492506103,1.8017753789877133,2.203535634100473,3.043680540015603,3.226392099529285,3.486759511367099,3.9140824499771965,3.7323909890236706,2.9616489931790335,4.73258648755186,5.130269498690376,4.3978732575514545,4.412836053398639,4.788396875498591,3.997177317470868,4.634098443230705,3.4590339118881985,3.0246004564584927,4.326003930594169,3.57510159554979,4.278461704127223,3.5687049518526415,0
98,2020-11-02,23110.740234375,23295.48046875,0.9973404634560142,-0.9003615013612798,-0.2590313475134387,-1.1204103761948914,-1.1388165631826985,-1.743305599379008,-1.9015077026643845,-1.7633972713556045,-2.1374896970063895,-2.0227723979876155,-1.8389183208179505,-1.5659506190072836,-1.8587592767105976,-1.8471341172379696,-2.35407512730067,-2.02639053739474,-2.5433192087696566,-1.6829485662362087,-0.6948515940673583,-1.3207905612473758,-0.6172587017963971,-0.7901357414618948,-0.3199899854128052,-1.5678339489555548,-1.280450078490425,-1.2022108957704836,-0.45909604330615084,-0.4491051717639416,-0.5813947626495786,-0.9023948764405709,-1.3062470906371693,-1.342527813310268,-1.3997705630205526,-1.3674949073724463,-0.01683187165596456,-0.3566972352216924,0.6263347168920408,-0.1500529809718265,-0.08465113262793311,-1.7588053805961401,-0.6463566857139225,0.0914236140394209,-0.157256532090555,-0.5232393813233815,-0.8592445304045571,-0.6291018936629644,-0.5679192671300348,0.8621276048756732,0.3821456230514997,0.46584121204640283,0.49052479248301584,0.05602028196338704,-0.33955152415384715,-0.9139959672904818,-0.05457312849898033,1.5971062677126557,2.6892546538733964,3.017596493847563,2.8437055756560525,2.807061260161836,3.266347117278845,5.299719386417978,3.786446564452284,2.7635437814836905,2.5144267189905145,1.6526077868926459,2.732896530156559,1.3995864046201012,1.410127712477105,1.4872162136663425,1.3292512868362971,0.885191385773032,1.2833343462209656,2.115914910847594,2.296981405820886,2.5550045697204204,2.978480057104771,2.798424476116934,2.0346219444777214,3.7896145994380293,4.1837170258468115,3.4579149985004998,3.4727430750943755,3.8449224921379255,3.0608267704019365,3.6920133035514002,2.5275286008652476,2.0970066170172608,3.3866927552944404,2.6425512557876063,3.339578580731506,1
99,2020-11-04,23619.580078125,23695.23046875,1.0125776097014403,2.2017461950143424,1.281561018555455,1.9370116346631328,1.0566672259930243,1.0378557814835654,0.4200574309335403,0.25837211885864075,0.3995233913336671,0.017194399935283045,0.13443748272023992,0.32233956003835385,0.6013173178372577,0.3020617566542816,0.31394287263326603,-0.20415969182944194,0.130739681066383,-0.3975704476614772,0.4817433727569931,1.4915957324136198,0.8518751778405775,1.5708970232377384,1.3942136699293561,1.874710842273286,0.5993925217435248,0.893103855641697,0.9730656665901893,1.7325420220432486,1.742752867219477,1.6075505953001112,1.27948287371773,0.8667388587615843,0.8296593266575059,0.7711562368835523,0.8041425205518093,2.184543728264643,1.8371953919884332,2.841871212703606,2.048389428243458,2.1152312592947364,0.4042163838732238,1.5411583755664982,2.2951827249972023,2.0410272732120704,1.6669864105218535,1.3235832808557335,1.5587930743448997,1.621322787029511,3.082855661626538,2.5923056947807943,2.677844048221778,2.7030710984514483,2.2589999014043016,1.8547186080973166,1.2676263562914514,2.1459715047351224,3.8340166892066874,4.950211410903638,5.285782504846082,5.108062949979808,5.070611819663506,5.5400099856638185,7.618151951369212,6.071560702625711,5.026136196554409,4.771534208616668,3.890740210973398,4.9948141705373095,3.632147940044095,3.642921340745753,3.721707135076713,3.5602642214807467,3.1064272484422117,3.5133363063725387,4.364248181901265,4.549301301538078,4.813005480631016,5.245804823445677,5.061784875554531,4.281165350737526,6.074798489701205,6.477578051287902,5.735795705421154,5.750950258627219,6.131324121824178,5.329964602369586,5.9750482609961075,4.7849245606770285,4.34492357543097,5.663005329185289,4.902479722527575,1
100,2020-11-05,23776.19921875,24105.279296875,1.0121699613298312,0.6630902840226716,2.8794360441349864,1.9531492091759972,2.6129460546356453,1.7267641677257028,1.7078279863554258,1.0859330749680263,0.9231756432980687,1.0652628761466776,0.6803986983533239,0.7984192086289088,0.9875672463651952,1.2683948785706445,0.9671549828370818,0.9791148813417472,0.4575768291128046,0.7946968872115656,0.26288358535060397,1.1480280502783158,2.1645766428148194,1.5206141633995252,2.2444037727934907,2.0665488493358586,2.5502321517445914,1.26645731934103,1.5621162245573528,1.6426082545051734,2.4071206238806875,2.4173991761792024,2.2813003911309693,1.9510572843617568,1.5355764039445496,1.4982510010657313,1.4393599829876313,1.4725649954979492,2.862119509499661,2.512467940153895,3.5238056686221597,2.7250623835437526,2.7923474362824052,1.069986987463789,2.2144679310389437,2.973492142669909,2.717651410777644,2.341130319468676,1.9954501170146965,2.23221956379156,2.2951639049256123,3.766388062011883,3.2725853059977217,3.3586908559494866,3.38408518429818,2.93706939428926,2.53010735100625,1.939122147520389,2.8232915173035833,4.522529965383293,5.64612606583057,5.9839222990929475,5.805024303125572,5.767324838002863,6.239835537635319,8.33175746080348,6.774910915756038,5.722554301358174,5.466264072375493,4.579629615311598,5.691024582029791,4.31932264415853,4.3301674822334935,4.4094756975118665,4.246962271641586,3.7901159497295334,4.199723182087811,5.056277371588758,5.242557560482153,5.508010336365232,5.9436795295713996,5.758439363285128,4.972643626243878,6.778170172283038,7.183620526008649,6.436919493477866,6.452174535053823,6.835070620380601,6.028397363812399,6.677758509503096,5.479743214559374,5.036824625530523,6.363646451329474,1
101,2020-11-06,24076.220703125,24325.23046875,1.0109249907067301,1.2618563699550611,1.9333139009652056,4.177626761231745,3.2396515168417572,3.907774050824586,3.0104098213252994,2.9912346925441646,2.3614923606030125,2.1966811639139605,2.340561333561153,1.950840722624636,2.0703504822269903,2.2618852965260894,2.5462565700971274,2.2412154595504052,2.253326274796197,1.7252071614334508,2.0665811904597264,1.5280571685729605,2.424370885314686,3.4537468610197797,2.8016585000378624,3.5345812947230604,3.354482097584466,3.844268788555061,2.5442945616529267,2.843684257598089,2.9251919813531035,3.699351398760675,3.709759651626099,3.571943495389296,3.2375331949410002,2.8168095425683104,2.7790131467156476,2.719379008574596,2.753003020650424,4.160091716801051,3.806028046854859,4.830127404871543,4.021305126770813,4.0894392202334595,2.3453450563778233,3.5042677056424276,4.272869712637339,4.013800638172782,3.6325283914888873,3.2824862013805856,3.5222433385037055,3.585981946815897,5.0757708396446555,4.575737002098723,4.662929080417433,4.688643848716012,4.23598736148616,3.823890041736666,3.2254474538151445,4.1207737711121295,5.84145416778965,6.979228437203,7.321287173752267,7.140131742027034,7.101956563802259,7.580429669796729,9.698748643006905,8.122256930660331,7.056621087289061,6.79709684372638,5.899274333287807,7.024693508188884,5.6356826620378,5.646664346392827,5.726973317437589,5.562409205550933,5.0997981392249425,5.514574026536523,6.381936699639801,6.570567476962719,6.839369885607471,7.280536598280074,7.0929589671557824,6.297247616551838,8.125557314323428,8.536123869164536,7.7800005420902485,7.795448080380063,8.183175764349837,7.366323449908929,8.023878600580536,6.810746073324525,6.362238487866301,1
